sample	ANLN	ATM	ATR	BCL2	CASP3	CCT5	CD9	CEP76	CRY2	CRYAB	CYP2B6	ERCC5	FOSB	HSP90AA1	HUS1	LPCAT3	MNT	MYD88	PARP1	PARP2	PARP3	PDGFRB	PPP2R5E	PPP4R1	PRKDC	RAF1	RET	RORC	RPS6KA6	SCP2	SESN1	SMARCB1	TEAD1	TSHZ3	WASF3	XRCC6	YWHAZ	ZFP36L1	ZMIZ1	ZMYND8	ADORA2A	AKAP8L	AKT3	ALK	BBC3	CDK7	COL5A1	CSF1R	CUL5	DDX5	FLT3	FZD5	GUSB	HIST1H4I	IDH1	IKBKAP	JAK2	MOB1B	PEA15	PER3	PIK3CA	PKIB	PTPN14	RBBP8	REL	RNPEP	ROCK1	TOP1	TOP2B	TRIB1	TYK2	UBE2I	UNC119B
model 1	108.89658940217394	27.31919304347825	16.32099385869565	4.8222900000000015	18.818513586956527	343.9687366304348	410.6518426086959	6.504519239130434	9.891541032608698	0.4521494021739133	0.05984777173913042	29.55871163043477	0.4311284239130436	643.0811482065216	31.899298641304348	50.93736048913046	25.10199972826087	14.880379293478269	330.3971305434784	42.97135076086957	7.471070815217389	0.04999380434782608	28.034786141304345	21.32853326086957	139.40925244565213	87.04648217391303	0.03073663043478262	2.3712136956521737	16.29376445652174	146.25192244565227	9.004402282608694	129.97785309782606	14.02626510869565	0.04779244565217392	6.778318315217392	434.09844755434784	538.503764728261	56.6437679347826	3.077959945652174	13.304375000000006	2.6071989130434785	50.55632994565217	0.6911422826086957	0.00271668478260869	44.79613005434784	27.9505235326087	0.28289190217391313	0.3340905434782608	27.61977027173913	508.4263999456522	0.00271668478260869	15.517743586956518	69.93732309782611	0.6263912500000002	174.28678592391307	32.391464565217404	5.965926847826087	12.218559184782608	126.7955409782608	0.4276701086956519	10.430059728260868	21.56629972826088	2.655432934782609	55.22064293478261	4.755352499999999	127.22859418478264	21.43871652173913	52.20305749999998	58.86327135869566	35.61260179347825	73.75253418478258	149.04595336956518	84.72094755434783
